Unnamed: 0,Doll_name,Link,Picture_link,Number_of_bids,Minimum_bid,Final_price,Estimated_price_range_min,Estimated_price_range_max,final_tags
367,25” French Fashion Doll.,http://auctions.morphyauctions.com/25__French_Fashion_Doll_-LOT260539.aspx,https://auctions.morphyauctions.com/ItemImages/000260/17140165_1_sm.jpeg,17,375,1270,1500,2500,17140165_
308,Kestner XI Child Doll.,http://auctions.morphyauctions.com/Kestner_XI_Child_Doll_-LOT275552.aspx,https://auctions.morphyauctions.com/ItemImages/000275/17220234_1_sm.jpeg,17,375,1270,1500,2500,17220234_
107,"""Very Pretty 19"""" French Fashion Doll.""",http://auctions.morphyauctions.com/Very_Pretty_19__French_Fashion_Doll_-LOT449440.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190826_1_sm.jpeg,12,500,1280,1000,1500,18190826_
2058,Musical Mechanical Toy.,http://auctions.morphyauctions.com/Musical_Mechanical_Toy____________________________-LOT175432.aspx,https://auctions.morphyauctions.com/ItemImages/000175/175432a_sm.jpeg,3,375,1298,1500,2500,175432a_
1919,Early German Bisque Doll.,http://auctions.morphyauctions.com/Early_German_Bisque_Doll__________________________-LOT168725.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168725a_sm.jpeg,2,250,1298,1000,1800,168725a_
2135,Lovely Jumeau Bébé Doll.,http://auctions.morphyauctions.com/Lovely_Jumeau_B_b__Doll___________________________-LOT168851.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168851a_sm.jpeg,1,375,1298,1500,2500,168851a_
2028,Gebr. Heubach 5636 Character Doll.,http://auctions.morphyauctions.com/Gebr__Heubach_5636_Character_Doll_________________-LOT164384.aspx,https://auctions.morphyauctions.com/ItemImages/000164/164384a_sm.jpeg,2,200,1298,800,1500,164384a_
3443,Lovely Early Child Doll.,http://auctions.morphyauctions.com/Lovely_Early_Child_Doll___________________________-LOT87464.aspx,https://auctions.morphyauctions.com/ItemImages/000087/87464a_sm.jpeg,3,300,1298,1200,1800,87464a_
3677,Rare Simon & Halbig Fashionable Lady Doll.,http://auctions.morphyauctions.com/Rare_Simon___Halbig_Fashionable_Lady_Doll_________-LOT80669.aspx,https://auctions.morphyauctions.com/ItemImages/000080/80669a_sm.jpeg,2,750,1298,3000,4500,80669a_
2094,Elegant S & H Lady Doll.,http://auctions.morphyauctions.com/Elegant_S___H_Lady_Doll___________________________-LOT168713.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168713a_sm.jpeg,1,250,1298,1000,1500,168713a_
2136,Lovely Jumeau Bébé.,http://auctions.morphyauctions.com/Lovely_Jumeau_B_b_________________________________-LOT168719.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168719a_sm.jpeg,1,500,1300,2000,3000,168719a_
2031,Very Rare Male Character Doll.,http://auctions.morphyauctions.com/Very_Rare_Male_Character_Doll_____________________-LOT168729.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168729a_sm.jpeg,1,625,1300,2500,4000,168729a_
424,Käthe Kruse Doll I.,http://auctions.morphyauctions.com/K_the_Kruse_Doll_I_-LOT257792.aspx,https://auctions.morphyauctions.com/ItemImages/000257/17070819_1_sm.jpeg,12,350,1300,1400,1800,17070819_
190,Simon & Halbig All Bisque Doll with Long Black Stockings.,http://auctions.morphyauctions.com/Simon___Halbig_All_Bisque_Doll_with_Long_Black_Sto-LOT449063.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190728_1_sm.jpeg,19,350,1320,700,900,18190728_
1340,Francois Gaultier Fashion Bebe,http://auctions.morphyauctions.com/Francois_Gaultier_Fashion_Bebe____________________-LOT212976.aspx,https://auctions.morphyauctions.com/ItemImages/000212/212976a_sm.jpeg,,250,1320,1000,1500,212976a_
771,Large F.9 G. French Bebe.,http://auctions.morphyauctions.com/Large_F_9_G__French_Bebe__________________________-LOT237799.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240531_1_sm.jpeg,19,375,1320,1500,2500,16240531_
3693,French Steiner Gigoteur Doll.,http://auctions.morphyauctions.com/French_Steiner_Gigoteur_Doll______________________-LOT79833.aspx,https://auctions.morphyauctions.com/ItemImages/000079/79833a_sm.jpeg,2,300,1320,1200,1800,79833a_
1247,Antique Bisque Headed Doll.,http://auctions.morphyauctions.com/Antique_Bisque_Headed_Doll________________________-LOT213391.aspx,https://auctions.morphyauctions.com/ItemImages/000213/213391a_sm.jpeg,,137,1320,550,750,213391a_
1249,Antique French Black Bisque Head Jumeau Doll.,http://auctions.morphyauctions.com/Antique_French_Black_Bisque_Head_Jumeau_Doll______-LOT213423.aspx,https://auctions.morphyauctions.com/ItemImages/000213/213423a_sm.jpeg,,250,1320,1000,1500,213423a_
1350,French Bébé Doll.,http://auctions.morphyauctions.com/French_B_b__Doll__________________________________-LOT212996.aspx,https://auctions.morphyauctions.com/ItemImages/000212/212996a_sm.jpeg,,450,1320,1800,2800,212996a_
1575,"""15"""" Simon & Halbig Depicting Asian Child.""",http://auctions.morphyauctions.com/15__Simon___Halbig_Depicting_Asian_Child__________-LOT203758.aspx,https://auctions.morphyauctions.com/ItemImages/000203/203758a_sm.jpeg,2,200,1320,800,1200,203758a_
175,Early German All Bisque Boy with Blue Boots.,http://auctions.morphyauctions.com/Early_German_All_Bisque_Boy_with_Blue_Boots_-LOT449058.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190724_1_sm.jpeg,17,400,1320,800,1000,18190724_
212,"""Desirable Belton with """"Bru-like"""" Face.""",http://auctions.morphyauctions.com/Desirable_Belton_with__Bru_like__Face_-LOT287492.aspx,https://auctions.morphyauctions.com/ItemImages/000287/18070761_1_sm.jpeg,10,400,1320,800,1200,18070761_
419,Käthe Kruse Doll I.,http://auctions.morphyauctions.com/K_the_Kruse_Doll_I_-LOT257819.aspx,https://auctions.morphyauctions.com/ItemImages/000257/17070826_1_sm.jpeg,2,375,1320,1500,2500,17070826_
1515,Rare Parian with Molded Bonnet.,http://auctions.morphyauctions.com/Rare_Parian_with_Molded_Bonnet____________________-LOT201685.aspx,https://auctions.morphyauctions.com/ItemImages/000201/201685a_sm.jpeg,1,250,1320,1000,2000,201685a_
1323,Steiner Gigoteur Bebe,http://auctions.morphyauctions.com/Steiner_Gigoteur_Bebe_____________________________-LOT213000.aspx,https://auctions.morphyauctions.com/ItemImages/000213/213000a_sm.jpeg,,250,1320,1000,2000,213000a_
172,French All Bisque Mignonette Doll with Black Shoes.,http://auctions.morphyauctions.com/French_All_Bisque_Mignonette_Doll_with_Black_Shoes-LOT449086.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190750_1_sm.jpeg,8,600,1320,1200,1800,18190750_
873,Simon & Halbig No. 905 Child Doll.,http://auctions.morphyauctions.com/Simon___Halbig_No__905_Child_Doll_________________-LOT237817.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240541_1_sm.jpeg,25,200,1320,800,1200,16240541_
1662,"""Kammer & Reinhardt Mein Liebling 17"""".""",http://auctions.morphyauctions.com/Kammer___Reinhardt_Mein_Liebling_17_______________-LOT203706.aspx,https://auctions.morphyauctions.com/ItemImages/000203/203706a_sm.jpeg,2,200,1320,800,1200,203706a_
2264,Rare Gebr. Heubach American Indian Doll.,http://auctions.morphyauctions.com/Rare_Gebr__Heubach_American_Indian_Doll___________-LOT162921.aspx,https://auctions.morphyauctions.com/ItemImages/000162/162921a_sm.jpeg,1,625,1320,2500,3500,162921a_
1704,Grand Black Character Baby.,http://auctions.morphyauctions.com/Grand_Black_Character_Baby________________________-LOT182642.aspx,https://auctions.morphyauctions.com/ItemImages/000182/182642a_sm.jpeg,2,250,1320,1000,2000,182642a_
635,Rare Italian Lenci Art Doll.,http://auctions.morphyauctions.com/Rare_Italian_Lenci_Art_Doll_-LOT246936.aspx,https://auctions.morphyauctions.com/ItemImages/000246/16320684_1_sm.jpeg,13,200,1320,800,1600,16320684_
50,"""14"""" French Fashion Doll.""",http://auctions.morphyauctions.com/14__French_Fashion_Doll_-LOT449351.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190762_1_sm.jpeg,15,450,1320,900,1500,18190762_
712,Milwaukee WPA Project Doll.,http://auctions.morphyauctions.com/Milwaukee_WPA_Project_Doll_-LOT248328.aspx,https://auctions.morphyauctions.com/ItemImages/000248/16320775_1_sm.jpeg,27,125,1320,500,800,16320775_
118,Lot Of 4: All Bisque Dolls.,http://auctions.morphyauctions.com/Lot_Of_4__All_Bisque_Dolls__-LOT450803.aspx,https://auctions.morphyauctions.com/ItemImages/000450/18191091_1_sm.jpeg,22,300,1320,600,900,18191091_
97,"""Striking 12"""" French Country Lady.""",http://auctions.morphyauctions.com/Striking_12__French_Country_Lady_-LOT449436.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190823_1_sm.jpeg,17,400,1320,800,1200,18190823_
527,Early Kestner All-Bisque Doll.,http://auctions.morphyauctions.com/Early_Kestner_All_Bisque_Doll_-LOT246283.aspx,https://auctions.morphyauctions.com/ItemImages/000246/16320443_1_sm.jpeg,29,150,1320,600,900,16320443_
1580,Regina Sandreuter Wood Doll.,http://auctions.morphyauctions.com/Regina_Sandreuter_Wood_Doll_______________________-LOT203815.aspx,https://auctions.morphyauctions.com/ItemImages/000203/203815a_sm.jpeg,1,187,1342,750,1500,203815a_
1400,Pretty French F.G. Poupée Doll.,http://auctions.morphyauctions.com/Pretty_French_F_G__Poup_e_Doll____________________-LOT214971.aspx,https://auctions.morphyauctions.com/ItemImages/000214/214971a_sm.jpeg,,200,1342,800,1200,214971a_
1246,Antique French Francois Gaultier Bis. Socket Head.,http://auctions.morphyauctions.com/Antique_French_Francois_Gaultier_Bis__Socket_Head_-LOT213389.aspx,https://auctions.morphyauctions.com/ItemImages/000213/213389a_sm.jpeg,,175,1342,700,900,213389a_
317,"""F. 9 G. """"Scroll"""" French Bebe.""",http://auctions.morphyauctions.com/F__9_G___Scroll__French_Bebe_-LOT275576.aspx,https://auctions.morphyauctions.com/ItemImages/000275/17220260_1_sm.jpeg,25,250,1353,1000,1500,17220260_
260,Lot of 2: Petite Simon & Halbig Dolls.,http://auctions.morphyauctions.com/Lot_of_2__Petite_Simon___Halbig_Dolls_-LOT287006.aspx,https://auctions.morphyauctions.com/ItemImages/000287/18070663_1_sm.jpeg,19,350,1353,700,1000,18070663_
551,Large French Fashion Doll.,http://auctions.morphyauctions.com/Large_French_Fashion_Doll_-LOT249367.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16320999_1_sm.jpeg,11,450,1353,1800,2500,16320999_
965,J.D.Kestner 185 Character Child.,http://auctions.morphyauctions.com/J_D_Kestner_185_Character_Child___________________-LOT234501.aspx,https://auctions.morphyauctions.com/ItemImages/000234/16241058_1_sm.jpeg,15,500,1353,2000,3000,16241058_
357,Lot of 2: Heubach Character Children.,http://auctions.morphyauctions.com/Lot_of_2__Heubach_Character_Children_-LOT276903.aspx,https://auctions.morphyauctions.com/ItemImages/000276/17220361_1_sm.jpeg,25,200,1364,800,1200,17220361_
4397,Pair of Gebr. Heubach Characters.,http://auctions.morphyauctions.com/Pair_of_Gebr__Heubach_Characters__________________-LOT26472.aspx,https://auctions.morphyauctions.com/ItemImages/000026/26472a_sm.jpeg,2,75,1380,300,400,26472a_
4279,Jumeau Poupee Peau French Fashion.,http://auctions.morphyauctions.com/Jumeau_Poupee_Peau_French_Fashion_________________-LOT26101.aspx,https://auctions.morphyauctions.com/ItemImages/000026/26101a_sm.jpeg,2,450,1380,1800,2000,26101a_
1383,Cast Iron Ives Blakeslee “Old Woman in the Shoe”,http://auctions.morphyauctions.com/Cast_Iron_Ives_Blakeslee__Old_Woman_in_the_Shoe___-LOT213127.aspx,https://auctions.morphyauctions.com/ItemImages/000213/213127a_sm.jpeg,,500,1400,2000,4000,213127a_
550,Large French Fashion Shoulder - Head Doll.,http://auctions.morphyauctions.com/Large_French_Fashion_Shoulder___Head_Doll_-LOT249368.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16321000_1_sm.jpeg,9,450,1400,1800,2500,16321000_
31,Classic 1890's Jumeau Bebe.,http://auctions.morphyauctions.com/Classic_1890_s_Jumeau_Bebe_-LOT449453.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190837_1_sm.jpeg,9,700,1408,1400,1800,18190837_
58,Large French ED Bebe.,http://auctions.morphyauctions.com/Large_French_ED_Bebe_-LOT449461.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190844_1_sm.jpeg,11,600,1408,1200,1600,18190844_
20,Pretty Jules Steiner Bebe.,http://auctions.morphyauctions.com/Pretty_Jules_Steiner_Bebe_-LOT449359.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190770_1_sm.jpeg,3,600,1408,1200,1800,18190770_
1925,Fabulous All-Bisque Mignonnette Doll.,http://auctions.morphyauctions.com/Fabulous_All_Bisque_Mignonnette_Doll______________-LOT175323.aspx,https://auctions.morphyauctions.com/ItemImages/000175/175323a_sm.jpeg,1,250,1416,1000,1500,175323a_
2261,Early Steiner Gigoteur Doll.,http://auctions.morphyauctions.com/Early_Steiner_Gigoteur_Doll_______________________-LOT168814.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168814a_sm.jpeg,3,200,1416,800,1200,168814a_
2060,Musical Mechanical Game Toy.,http://auctions.morphyauctions.com/Musical_Mechanical_Game_Toy_______________________-LOT175309.aspx,https://auctions.morphyauctions.com/ItemImages/000175/175309a_sm.jpeg,1,500,1416,2000,3000,175309a_
3251,Rare Singing Heubach Character Doll.,http://auctions.morphyauctions.com/Rare_Singing_Heubach_Character_Doll_______________-LOT93268.aspx,https://auctions.morphyauctions.com/ItemImages/000093/93268a_sm.jpeg,3,225,1416,900,1200,93268a_
2296,Wonderful French All-Bisque Mignonnette.,http://auctions.morphyauctions.com/Wonderful_French_All_Bisque_Mignonnette___________-LOT168497.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168497a_sm.jpeg,1,200,1416,800,1200,168497a_
3511,Early Kestner Child Doll.,http://auctions.morphyauctions.com/Early_Kestner_Child_Doll__________________________-LOT87475.aspx,https://auctions.morphyauctions.com/ItemImages/000087/87475a_sm.jpeg,3,300,1416,1200,1600,87475a_
3510,Lovely Belton Style Child Doll.,http://auctions.morphyauctions.com/Lovely_Belton_Style_Child_Doll____________________-LOT87462.aspx,https://auctions.morphyauctions.com/ItemImages/000087/87462a_sm.jpeg,4,300,1416,1200,1800,87462a_
2295,Mechanical Pull Acrobat Toy.,http://auctions.morphyauctions.com/Mechanical_Pull_Acrobat_Toy_______________________-LOT175320.aspx,https://auctions.morphyauctions.com/ItemImages/000175/175320a_sm.jpeg,1,375,1416,1500,2500,175320a_
3829,Early Clown Balancing Ball Automaton.,http://auctions.morphyauctions.com/Early_Clown_Balancing_Ball_Automaton______________-LOT76383.aspx,https://auctions.morphyauctions.com/ItemImages/000076/76383a_sm.jpeg,3,250,1416,1000,1500,76383a_
253,Beautiful French Fashion Doll Attributed to Jumeau.,http://auctions.morphyauctions.com/Beautiful_French_Fashion_Doll_Attributed_to_Jumeau-LOT287663.aspx,https://auctions.morphyauctions.com/ItemImages/000287/18070834_1_sm.jpeg,9,750,1440,1500,2000,18070834_
1648,"""19"""" Kestner Gibson Girl.""",http://auctions.morphyauctions.com/19__Kestner_Gibson_Girl___________________________-LOT203772.aspx,https://auctions.morphyauctions.com/ItemImages/000203/203772a_sm.jpeg,2,225,1440,900,1500,203772a_
1020,Clockwork French Rolette Dechamps.,http://auctions.morphyauctions.com/Clockwork_French_Rolette_Dechamps__-LOT235980.aspx,https://auctions.morphyauctions.com/ItemImages/000235/16241080_1_sm.jpeg,18,175,1440,750,1250,16241080_
3388,Dramatic Simon & Halbig 929 Child Doll.,http://auctions.morphyauctions.com/Dramatic_Simon___Halbig_929_Child_Doll____________-LOT92019.aspx,https://auctions.morphyauctions.com/ItemImages/000092/92019a_sm.jpeg,3,500,1440,2000,3000,92019a_
109,Lot of 2: Closed Mouth All Bisque Dolls.,http://auctions.morphyauctions.com/Lot_of_2__Closed_Mouth_All_Bisque_Dolls_-LOT449411.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190802_1_sm.jpeg,18,400,1440,800,1200,18190802_
555,Lot of 2: German Papier-Mâché Dolls.,http://auctions.morphyauctions.com/Lot_of_2__German_Papier_M_ch__Dolls_-LOT249331.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16320963_1_sm.jpeg,13,100,1440,400,600,16320963_
509,Early All-Bisque Kestner Doll.,http://auctions.morphyauctions.com/Early_All_Bisque_Kestner_Doll_-LOT246228.aspx,https://auctions.morphyauctions.com/ItemImages/000246/16320435_1_sm.jpeg,14,250,1440,1000,1500,16320435_
1765,Lot of 3: Wigged Bathing Beauties.,http://auctions.morphyauctions.com/Lot_of_3__Wigged_Bathing_Beauties_________________-LOT189895.aspx,https://auctions.morphyauctions.com/ItemImages/000189/189895a_sm.jpeg,2,250,1440,1000,1500,189895a_
3915,"""Sweet French SFBJ “Bleuette"""".""",http://auctions.morphyauctions.com/Sweet_French_SFBJ__Bleuette_______________________-LOT78913.aspx,https://auctions.morphyauctions.com/ItemImages/000078/78913a_sm.jpeg,2,200,1440,800,1000,78913a_
93,Lot of 3: Small Unusual Parian Dolls.,http://auctions.morphyauctions.com/Lot_of_3__Small_Unusual_Parian_Dolls_-LOT449379.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190789_1_sm.jpeg,19,400,1440,800,1200,18190789_
1767,Lot of 3: Wigged Bathing Beauties.,http://auctions.morphyauctions.com/Lot_of_3__Wigged_Bathing_Beauties_________________-LOT189899.aspx,https://auctions.morphyauctions.com/ItemImages/000189/189899a_sm.jpeg,1,300,1440,1200,1500,189899a_
1770,Lot of 3: Wigged Bathing Beauties.,http://auctions.morphyauctions.com/Lot_of_3__Wigged_Bathing_Beauties_________________-LOT189902.aspx,https://auctions.morphyauctions.com/ItemImages/000189/189902a_sm.jpeg,1,375,1440,1500,2000,189902a_
3441,Early Kestner Child Doll.,http://auctions.morphyauctions.com/Early_Kestner_Child_Doll__________________________-LOT87461.aspx,https://auctions.morphyauctions.com/ItemImages/000087/87461a_sm.jpeg,2,225,1440,900,1200,87461a_
882,S & H 749 Bébé Doll.,http://auctions.morphyauctions.com/S___H_749_B_b__Doll_______________________________-LOT237907.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240600_1_sm.jpeg,23,300,1440,1200,1800,16240600_
806,Early German Child Doll.,http://auctions.morphyauctions.com/Early_German_Child_Doll___________________________-LOT237796.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240528_1_sm.jpeg,19,375,1440,1500,2500,16240528_
804,Early Pouty Kestner Doll.,http://auctions.morphyauctions.com/Early_Pouty_Kestner_Doll__________________________-LOT237789.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240522_1_sm.jpeg,19,375,1440,1500,2500,16240522_
134,"""18"""" K*R 117 Character Child Doll.""",http://auctions.morphyauctions.com/18__K_R_117_Character_Child_Doll_-LOT448863.aspx,https://auctions.morphyauctions.com/ItemImages/000448/18190663_1_sm.jpeg,15,500,1440,1000,2000,18190663_
267,"""French Bebe """"Eden Bebe"""".""",http://auctions.morphyauctions.com/French_Bebe__Eden_Bebe__-LOT286870.aspx,https://auctions.morphyauctions.com/ItemImages/000286/18070590_1_sm.jpeg,15,500,1440,1000,1500,18070590_
542,Steiner Waltzing Fashion Doll.,http://auctions.morphyauctions.com/Steiner_Waltzing_Fashion_Doll_-LOT249370.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16321002_1_sm.jpeg,21,350,1464,1400,1900,16321002_
1308,Rabery – Delphieu Closed Mouth Bebe,http://auctions.morphyauctions.com/Rabery___Delphieu_Closed_Mouth_Bebe_______________-LOT212977.aspx,https://auctions.morphyauctions.com/ItemImages/000212/212977a_sm.jpeg,,312,1464,1250,1750,212977a_
1697,Lovely Continental Crèche Doll.,http://auctions.morphyauctions.com/Lovely_Continental_Cr_che_Doll____________________-LOT182587.aspx,https://auctions.morphyauctions.com/ItemImages/000182/182587a_sm.jpeg,1,125,1464,500,1000,182587a_
556,Lot of 4: Wooden & Wax Creche Related Pieces.,http://auctions.morphyauctions.com/Lot_of_4__Wooden___Wax_Creche_Related_Pieces_-LOT249339.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16320971_1_sm.jpeg,10,150,1464,600,800,16320971_
1339,Fre A Steiner Bebe,http://auctions.morphyauctions.com/Fre_A_Steiner_Bebe________________________________-LOT212915.aspx,https://auctions.morphyauctions.com/ItemImages/000212/212915a_sm.jpeg,,250,1464,1000,1500,212915a_
1663,French Mignonette Parians & All Bisque,http://auctions.morphyauctions.com/French_Mignonette__Parians___All_Bisque___________-LOT203738.aspx,https://auctions.morphyauctions.com/ItemImages/000203/203738a_sm.jpeg,2,200,1464,800,1200,203738a_
1766,Lot of 4: Bathing Beauties.,http://auctions.morphyauctions.com/Lot_of_4__Bathing_Beauties________________________-LOT189897.aspx,https://auctions.morphyauctions.com/ItemImages/000189/189897a_sm.jpeg,2,112,1464,450,650,189897a_
1565,Lot of 27:  Mostly Antique Sewing Items.,http://auctions.morphyauctions.com/Lot_of_27___Mostly_Antique_Sewing_Items___________-LOT203142.aspx,https://auctions.morphyauctions.com/ItemImages/000203/203142a_sm.jpeg,1,50,1464,200,400,203142a_
1361,Lot of 2: John Wright Dolls in Boxes.,http://auctions.morphyauctions.com/Lot_of_2__John_Wright_Dolls_in_Boxes______________-LOT213245.aspx,https://auctions.morphyauctions.com/ItemImages/000213/213245a_sm.jpeg,,0,1464,,,213245a_
454,Lovely French Fashion Doll.,http://auctions.morphyauctions.com/Lovely_French_Fashion_Doll_-LOT249146.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16320882_1_sm.jpeg,24,250,1464,1000,2000,16320882_
869,S & H Oriental 1329 Doll.,http://auctions.morphyauctions.com/S___H_Oriental_1329_Doll__________________________-LOT237788.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240521_1_sm.jpeg,24,250,1476,1000,2000,16240521_
781,French Jumeau B.L. Bébé Doll.,http://auctions.morphyauctions.com/French_Jumeau_B_L__B_b__Doll______________________-LOT237899.aspx,https://auctions.morphyauctions.com/ItemImages/000237/16240592_1_sm.jpeg,15,200,1476,800,1200,16240592_
458,Lot Of 2: Bisque Head Boy Dolls.,http://auctions.morphyauctions.com/Lot_Of_2__Bisque_Head_Boy_Dolls_-LOT249148.aspx,https://auctions.morphyauctions.com/ItemImages/000249/16320884_1_sm.jpeg,29,200,1476,800,1200,16320884_
951,"""15"""" Jumeau Fashion.""",http://auctions.morphyauctions.com/15__Jumeau_Fashion________________________________-LOT234487.aspx,https://auctions.morphyauctions.com/ItemImages/000234/16241054_1_sm.jpeg,14,500,1476,2000,3000,16241054_
193,Lot Of 5: Fine China Dolls.,http://auctions.morphyauctions.com/Lot_Of_5__Fine_China_Dolls_-LOT450464.aspx,https://auctions.morphyauctions.com/ItemImages/000450/18190971_1_sm.jpeg,24,250,1476,500,800,18190971_
240,Lot of 2: Large Kestner All Bisque Dolls.,http://auctions.morphyauctions.com/Lot_of_2__Large_Kestner_All_Bisque_Dolls_-LOT287489.aspx,https://auctions.morphyauctions.com/ItemImages/000287/18070758_1_sm.jpeg,22,300,1476,600,900,18070758_
69,Lambert Automation Flower Girl On Music Box.,http://auctions.morphyauctions.com/Lambert_Automation_Flower_Girl_On_Music_Box_-LOT449802.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190924_1_sm.jpeg,15,500,1476,1000,1500,18190924_
425,Käthe Kruse Doll I.,http://auctions.morphyauctions.com/K_the_Kruse_Doll_I__-LOT257795.aspx,https://auctions.morphyauctions.com/ItemImages/000257/17070820_1_sm.jpeg,10,250,1488,1000,1500,17070820_
4087,Tete Jumeau Bebe Doll.,http://auctions.morphyauctions.com/Tete_Jumeau_Bebe_Doll_____________________________-LOT31946.aspx,https://auctions.morphyauctions.com/ItemImages/000031/31946a_sm.jpeg,2,225,1495,900,1000,31946a_
506,Boy on Log Candy Container.,http://auctions.morphyauctions.com/Boy_on_Log_Candy_Container_-LOT246181.aspx,https://auctions.morphyauctions.com/ItemImages/000246/16320415_1_sm.jpeg,26,125,1500,500,800,16320415_
297,"""Kestner """"XI"""" Pouty Child.""",http://auctions.morphyauctions.com/Kestner__XI__Pouty_Child_-LOT275544.aspx,https://auctions.morphyauctions.com/ItemImages/000275/17220226_1_sm.jpeg,16,250,1500,1000,1500,17220226_
60,Very Nice Cabinet-Sized Jumeau.,http://auctions.morphyauctions.com/Very_Nice_Cabinet_Sized_Jumeau_-LOT449347.aspx,https://auctions.morphyauctions.com/ItemImages/000449/18190758_1_sm.jpeg,12,600,1512,1200,1800,18190758_
3947,Rare Bisque Head Jumeau DEP Lady Doll.,http://auctions.morphyauctions.com/Rare_Bisque_Head_Jumeau_DEP_Lady_Doll_____________-LOT37296.aspx,https://auctions.morphyauctions.com/ItemImages/000037/37296a_sm.jpeg,1,300,1521,1200,1800,37296a_
373,13” 1907 Brown Bisque Jumeau Child.,http://auctions.morphyauctions.com/13__1907_Brown_Bisque_Jumeau_Child__-LOT260497.aspx,https://auctions.morphyauctions.com/ItemImages/000260/17140156_1_sm.jpeg,6,250,1524,1000,1500,17140156_
319,Open Mouth Tete Jumeau #10.,http://auctions.morphyauctions.com/Open_Mouth_Tete_Jumeau__10_-LOT275562.aspx,https://auctions.morphyauctions.com/ItemImages/000275/17220244_1_sm.jpeg,26,150,1524,600,900,17220244_
422,Käthe Kruse Doll VIII Boy.,http://auctions.morphyauctions.com/K_the_Kruse_Doll_VIII_Boy_-LOT257796.aspx,https://auctions.morphyauctions.com/ItemImages/000257/17070821_1_sm.jpeg,11,150,1524,600,900,17070821_
2266,Musical Mechanical Circus Toy.,http://auctions.morphyauctions.com/Musical_Mechanical_Circus_Toy_____________________-LOT175310.aspx,https://auctions.morphyauctions.com/ItemImages/000175/175310a_sm.jpeg,2,250,1534,1000,1500,175310a_
1924,Smiling SFBJ Character Doll.,http://auctions.morphyauctions.com/Smiling_SFBJ_Character_Doll_______________________-LOT168781.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168781a_sm.jpeg,2,375,1534,1500,2000,168781a_
2116,Lovely Steiner Bébé Doll.,http://auctions.morphyauctions.com/Lovely_Steiner_B_b__Doll__________________________-LOT168947.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168947a_sm.jpeg,1,375,1534,1500,2500,168947a_
1972,Enchanting French DEP Bébé Doll.,http://auctions.morphyauctions.com/Enchanting_French_DEP_B_b__Doll___________________-LOT168849.aspx,https://auctions.morphyauctions.com/ItemImages/000168/168849a_sm.jpeg,2,300,1534,1200,1800,168849a_
3834,French Mechanical Doll.,http://auctions.morphyauctions.com/French_Mechanical_Doll____________________________-LOT79818.aspx,https://auctions.morphyauctions.com/ItemImages/000079/79818a_sm.jpeg,2,375,1534,1500,2500,79818a_
1054,"""32"""" Early Simon & Halbig Child Doll.""",http://auctions.morphyauctions.com/32__Early_Simon___Halbig_Child_Doll_______________-LOT228910.aspx,https://auctions.morphyauctions.com/ItemImages/000228/228910a_sm.jpeg,1,200,1560,800,1200,228910a_
1591,Lovely Jumeau Bébé.,http://auctions.morphyauctions.com/Lovely_Jumeau_B_b_________________________________-LOT185263.aspx,https://auctions.morphyauctions.com/ItemImages/000185/185263a_sm.jpeg,1,500,1560,2000,3000,185263a_
1539,Rare Parian with Glass Eyes and Swivel Neck.,http://auctions.morphyauctions.com/Rare_Parian_with_Glass_Eyes_and_Swivel_Neck_______-LOT201696.aspx,https://auctions.morphyauctions.com/ItemImages/000201/201696a_sm.jpeg,1,250,1560,1000,2000,201696a_
